Row ID;Order Date;Ship Date;Country;State;Product ID;Category;Product Name;Sales;Quantity;Discount;Profit
1446;13/6/2017;16/6/2017;United States;Illinois;OFF-ST-10004804;Office Supplies;"Belkin 19"" Vented Equipment Shelf, Black";164,736;4;0,2;-39,1248
1447;13/6/2017;16/6/2017;United States;Illinois;FUR-CH-10004289;Furniture;Global Super Steno Chair;470,302;7;0,3;-87,3418
1448;13/6/2017;16/6/2017;United States;Illinois;TEC-PH-10002564;Technology;OtterBox Defender Series Case - Samsung Galaxy S4;47,984;2;0,2;5,998
1449;23/4/2014;24/4/2014;United States;Pennsylvania;OFF-BI-10004876;Office Supplies;Wilson Jones Suede Grain Vinyl Binders;2,502;3;0,7;-1,7514
1450;1/5/2015;7/5/2015;United States;California;TEC-PH-10004348;Technology;OtterBox Defender Series Case - iPhone 5c;88,752;3;0,2;11,094
1451;19/7/2015;20/7/2015;United States;Arizona;OFF-BI-10004352;Office Supplies;Wilson Jones DublLock D-Ring Binders;2,025;1;0,7;-1,35
1452;26/11/2016;29/11/2016;United States;Alabama;OFF-PA-10001685;Office Supplies;Easy-staple paper;70,98;7;0;34,7802
1453;26/11/2016;29/11/2016;United States;Alabama;OFF-BI-10000666;Office Supplies;Surelock Post Binders;91,68;3;0;45,84
1454;26/11/2016;29/11/2016;United States;Alabama;OFF-BI-10004352;Office Supplies;Wilson Jones DublLock D-Ring Binders;33,75;5;0;16,875
1455;26/11/2016;29/11/2016;United States;Alabama;TEC-MA-10000010;Technology;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;3040;8;0;1459,2
1456;12/6/2017;19/6/2017;United States;Georgia;OFF-BI-10000977;Office Supplies;Ibico Plastic Spiral Binding Combs;91,2;3;0;41,952
1457;12/6/2017;19/6/2017;United States;Georgia;FUR-TA-10002530;Furniture;"Iceberg OfficeWorks 42"" Round Tables";452,94;3;0;67,941
1458;17/8/2015;21/8/2015;United States;Massachusetts;OFF-BI-10002412;Office Supplies;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;52,2;9;0;23,49
1459;25/9/2016;1/10/2016;United States;Texas;OFF-LA-10001569;Office Supplies;Avery 499;15,936;4;0,2;5,1792
1460;4/5/2014;4/5/2014;United States;Connecticut;FUR-FU-10001473;Furniture;DAX Wood Document Frame;27,46;2;0;9,8856
1461;1/12/2015;8/12/2015;United States;Washington;OFF-BI-10001765;Office Supplies;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;55,424;2;0,2;19,3984
1462;11/3/2016;15/3/2016;United States;New Jersey;FUR-TA-10001095;Furniture;Chromcraft Round Conference Tables;244,006;2;0,3;-31,3722
1463;26/8/2016;28/8/2016;United States;Texas;TEC-AC-10004571;Technology;Logitech G700s Rechargeable Gaming Mouse;159,984;2;0,2;43,9956
1464;26/8/2016;28/8/2016;United States;Texas;FUR-CH-10002126;Furniture;Hon Deluxe Fabric Upholstered Stacking Chairs;1024,716;6;0,3;-29,2776
1465;16/12/2016;19/12/2016;United States;New York;OFF-FA-10001754;Office Supplies;Stockwell Gold Paper Clips;3,68;2;0;1,8032
1466;8/8/2014;14/8/2014;United States;Arizona;FUR-FU-10001602;Furniture;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";121,376;4;0,2;-3,0344
1467;8/8/2014;14/8/2014;United States;Arizona;TEC-AC-10001767;Technology;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;95,976;3;0,2;-10,7973
1468;16/5/2015;16/5/2015;United States;Florida;TEC-AC-10002402;Technology;Razer Kraken PRO Over Ear PC and Music Headset;255,968;4;0,2;31,996
1469;9/12/2017;13/12/2017;United States;Michigan;FUR-CH-10000847;Furniture;Global Executive Mid-Back Manager's Chair;872,94;3;0;226,9644
1470;9/12/2017;13/12/2017;United States;Michigan;OFF-BI-10003982;Office Supplies;Wilson Jones Century Plastic Molded Ring Binders;41,54;2;0;19,5238
1471;9/12/2017;13/12/2017;United States;Michigan;OFF-PA-10001293;Office Supplies;Xerox 1946;12,96;2;0;6,2208
1472;24/9/2015;27/9/2015;United States;Pennsylvania;OFF-AR-10000634;Office Supplies;Newell 320;6,848;2;0,2;0,5992
1473;11/7/2017;15/7/2017;United States;California;OFF-LA-10004272;Office Supplies;Avery 482;8,67;3;0;4,0749
1474;1/12/2015;2/12/2015;United States;Texas;FUR-FU-10004270;Furniture;Eldon Image Series Desk Accessories, Burgundy;6,688;4;0,6;-4,0128
1475;19/11/2016;25/11/2016;United States;New York;OFF-AR-10003770;Office Supplies;Newell 340;17,28;6;0;5,0112
1476;19/11/2016;25/11/2016;United States;New York;OFF-BI-10000320;Office Supplies;GBC Plastic Binding Combs;17,712;3;0,2;6,4206
1477;19/3/2017;24/3/2017;United States;New York;OFF-LA-10003121;Office Supplies;Avery 506;28,91;7;0;13,2986
1478;13/11/2016;17/11/2016;United States;North Carolina;OFF-SU-10000381;Office Supplies;Acme Forged Steel Scissors with Black Enamel Handles;52,136;7;0,2;5,8653
1479;19/11/2017;20/11/2017;United States;California;TEC-PH-10000376;Technology;Square Credit Card Reader;31,968;4;0,2;2,3976
1480;2/12/2016;8/12/2016;United States;California;OFF-PA-10002262;Office Supplies;Xerox 192;25,92;4;0;12,4416
1481;2/12/2016;8/12/2016;United States;California;OFF-PA-10002464;Office Supplies;HP Office Recycled Paper (20Lb. and 87 Bright);40,46;7;0;19,8254
1482;2/12/2016;8/12/2016;United States;California;OFF-ST-10002214;Office Supplies;X-Rack File for Hanging Folders;33,87;3;0;8,8062
1483;25/8/2017;28/8/2017;United States;Tennessee;OFF-AR-10003560;Office Supplies;Zebra Zazzle Fluorescent Highlighters;9,728;2;0,2;1,7024
1484;25/8/2017;28/8/2017;United States;Tennessee;OFF-PA-10000130;Office Supplies;Xerox 199;3,424;1;0,2;1,07
1485;14/10/2016;18/10/2016;United States;Washington;TEC-AC-10000865;Technology;WD My Passport Ultra 500GB Portable External Hard Drive;177;3;0;30,09
1486;27/11/2014;3/12/2014;United States;New York;OFF-FA-10003021;Office Supplies;Staples;3,76;2;0;1,316
1487;3/11/2015;7/11/2015;United States;California;TEC-PH-10003580;Technology;Cisco IP Phone 7961G-GE VoIP phone;1212,848;7;0,2;106,1242
1488;3/11/2015;7/11/2015;United States;California;TEC-AC-10001109;Technology;Logitech Trackman Marble Mouse;89,97;3;0;37,7874
1489;3/11/2015;7/11/2015;United States;California;FUR-FU-10003347;Furniture;Coloredge Poster Frame;42,6;3;0;16,614
1490;29/11/2014;6/12/2014;United States;Pennsylvania;OFF-LA-10000452;Office Supplies;Avery 488;5,04;2;0,2;1,764
1491;30/4/2017;5/5/2017;United States;New York;OFF-EN-10002986;Office Supplies;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";62,96;4;0;28,332
1492;24/11/2017;28/11/2017;United States;New York;OFF-PA-10001838;Office Supplies;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";5,88;1;0;2,8812
1493;24/11/2017;28/11/2017;United States;New York;FUR-CH-10000785;Furniture;Global Ergonomic Managers Chair;977,292;6;0,1;173,7408
1494;30/10/2017;3/11/2017;United States;Washington;FUR-FU-10002885;Furniture;Magna Visual Magnetic Picture Hangers;9,64;2;0;3,6632
1495;17/12/2014;19/12/2014;United States;Georgia;OFF-AR-10002952;Office Supplies;Stanley Contemporary Battery Pencil Sharpeners;40,05;3;0;11,214
1496;4/9/2017;8/9/2017;United States;Texas;OFF-AR-10003759;Office Supplies;Crayola Anti Dust Chalk, 12/Pack;10,192;7;0,2;3,185
1497;4/9/2017;8/9/2017;United States;Texas;OFF-ST-10004950;Office Supplies;Acco Perma 3000 Stacking Storage Drawers;16,784;1;0,2;-0,2098
1498;4/9/2017;8/9/2017;United States;Texas;OFF-AR-10001940;Office Supplies;Sanford Colorific Eraseable Coloring Pencils, 12 Count;13,12;5;0,2;3,772
1499;17/10/2016;20/10/2016;United States;California;OFF-BI-10003981;Office Supplies;"Avery Durable Plastic 1"" Binders";18,16;5;0,2;6,583
1500;12/11/2017;18/11/2017;United States;Texas;OFF-PA-10002749;Office Supplies;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;16,056;3;0,2;5,8203
1501;12/11/2017;18/11/2017;United States;Texas;OFF-PA-10003823;Office Supplies;Xerox 197;223,056;9;0,2;69,705
1502;12/11/2017;18/11/2017;United States;Texas;OFF-ST-10003716;Office Supplies;Tennsco Double-Tier Lockers;540,048;3;0,2;-47,2542
1503;24/11/2016;1/12/2016;United States;California;TEC-PH-10001300;Technology;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;33,52;2;0,2;3,352
1504;24/11/2016;1/12/2016;United States;California;FUR-FU-10000010;Furniture;DAX Value U-Channel Document Frames, Easel Back;9,94;2;0;3,0814
1505;1/8/2015;7/8/2015;United States;California;OFF-AR-10001868;Office Supplies;Prang Dustless Chalk Sticks;6,72;4;0;3,36
1506;1/8/2015;7/8/2015;United States;California;FUR-TA-10003715;Furniture;Hon 2111 Invitation Series Corner Table;1004,976;6;0,2;-175,8708
1507;24/12/2017;29/12/2017;United States;New York;OFF-BI-10003708;Office Supplies;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";17,88;3;0,2;5,5875
1508;17/9/2016;23/9/2016;United States;Georgia;TEC-MA-10004458;Technology;Lexmark X 9575 Professional All-in-One Color Printer;396;4;0;190,08
1509;10/12/2017;10/12/2017;United States;Nebraska;OFF-BI-10004965;Office Supplies;Ibico Covers for Plastic or Wire Binding Elements;34,5;3;0;15,525
1510;12/9/2017;15/9/2017;United States;California;FUR-FU-10004270;Furniture;Eldon Image Series Desk Accessories, Burgundy;8,36;2;0;3,0096
1511;24/6/2017;1/7/2017;United States;California;OFF-AR-10002135;Office Supplies;Boston Heavy-Duty Trimline Electric Pencil Sharpeners;385,6;8;0;111,824
1512;24/6/2017;1/7/2017;United States;California;OFF-AR-10003514;Office Supplies;4009 Highlighters by Sanford;35,82;9;0;11,8206
1513;18/8/2017;22/8/2017;United States;Texas;OFF-ST-10002276;Office Supplies;Safco Steel Mobile File Cart;200,064;3;0,2;12,504
1514;18/8/2017;22/8/2017;United States;Texas;OFF-BI-10001098;Office Supplies;Acco D-Ring Binder w/DublLock;21,38;5;0,8;-33,139
1515;18/8/2017;22/8/2017;United States;Texas;OFF-BI-10001636;Office Supplies;Ibico Plastic and Wire Spiral Binding Combs;6,744;4;0,8;-11,4648
1516;11/12/2017;17/12/2017;United States;Pennsylvania;FUR-CH-10002961;Furniture;Leather Task Chair, Black;63,686;1;0,3;-9,098
1517;10/12/2017;14/12/2017;United States;Nevada;FUR-TA-10004256;Furniture;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;1669,6;4;0;116,872
1518;3/2/2014;6/2/2014;United States;Washington;OFF-BI-10004593;Office Supplies;Ibico Laser Imprintable Binding System Covers;83,84;2;0,2;27,248
1519;3/2/2014;6/2/2014;United States;Washington;OFF-BI-10002827;Office Supplies;Avery Durable Poly Binders;13,272;3;0,2;4,3134
1520;11/2/2017;14/2/2017;United States;California;OFF-BI-10001759;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";21,336;7;0,2;7,7343
1521;16/4/2017;21/4/2017;United States;Illinois;OFF-AR-10001419;Office Supplies;Newell 325;16,52;5;0,2;2,065
1522;6/12/2015;11/12/2015;United States;Arizona;FUR-FU-10002253;Furniture;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";206,112;6;0,2;48,9516
1523;6/12/2015;11/12/2015;United States;Arizona;OFF-PA-10002586;Office Supplies;Xerox 1970;19,92;5;0,2;6,723
1524;6/12/2015;11/12/2015;United States;Arizona;OFF-PA-10003039;Office Supplies;Xerox 1960;198,272;8;0,2;61,96
1525;6/12/2015;11/12/2015;United States;Arizona;OFF-ST-10004804;Office Supplies;"Belkin 19"" Vented Equipment Shelf, Black";247,104;6;0,2;-58,6872
1526;6/12/2015;11/12/2015;United States;Arizona;OFF-AR-10004042;Office Supplies;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;86,304;6;0,2;9,7092
1527;22/7/2016;27/7/2016;United States;Pennsylvania;OFF-AR-10002221;Office Supplies;12 Colored Short Pencils;4,16;2;0,2;0,364
1528;22/7/2016;27/7/2016;United States;Pennsylvania;FUR-FU-10002456;Furniture;Master Caster Door Stop, Large Neon Orange;11,648;2;0,2;3,3488
1529;7/11/2015;10/11/2015;United States;Delaware;OFF-FA-10004968;Office Supplies;Rubber Band Ball;26,18;7;0;0,5236
1530;7/11/2015;10/11/2015;United States;Delaware;OFF-PA-10001274;Office Supplies;Loose Memo Sheets;7,3;2;0;3,431
1531;26/3/2015;31/3/2015;United States;Florida;OFF-PA-10001125;Office Supplies;Xerox 1988;74,352;3;0,2;23,235
1532;31/8/2017;5/9/2017;United States;Arizona;OFF-ST-10000344;Office Supplies;Neat Ideas Personal Hanging Folder Files, Black;10,744;1;0,2;0,8058
1533;31/8/2017;5/9/2017;United States;Arizona;OFF-FA-10000585;Office Supplies;OIC Bulk Pack Metal Binder Clips;8,376;3;0,2;2,7222
1534;4/12/2016;8/12/2016;United States;New York;OFF-ST-10003324;Office Supplies;Belkin OmniView SE Rackmount Kit;212,88;6;0;0
1535;10/2/2017;14/2/2017;United States;California;FUR-BO-10004015;Furniture;Bush Andora Bookcase, Maple/Graphite Gray Finish;203,983;2;0,15;16,7986
1536;29/10/2016;2/11/2016;United States;New Jersey;OFF-ST-10000419;Office Supplies;Rogers Jumbo File, Granite;40,74;3;0;0,4074
1537;29/10/2016;2/11/2016;United States;New Jersey;OFF-AP-10001626;Office Supplies;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;11,67;3;0;3,0342
1538;15/9/2017;17/9/2017;United States;Massachusetts;TEC-PH-10000439;Technology;GE DSL Phone Line Filter;39,99;1;0;11,5971
1539;15/9/2017;17/9/2017;United States;Massachusetts;OFF-AR-10003478;Office Supplies;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;16,28;2;0;6,512
1540;15/9/2017;17/9/2017;United States;Massachusetts;FUR-BO-10002545;Furniture;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;782,94;3;0;203,5644
1541;15/9/2017;17/9/2017;United States;Massachusetts;OFF-BI-10001765;Office Supplies;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;242,48;7;0;116,3904
1542;11/3/2014;16/3/2014;United States;Ohio;FUR-FU-10003981;Furniture;Eldon Wave Desk Accessories;8,32;5;0,2;2,288
1543;11/3/2014;16/3/2014;United States;Ohio;OFF-FA-10001561;Office Supplies;Stockwell Push Pins;10,464;6;0,2;1,7004
1544;4/2/2014;8/2/2014;United States;California;OFF-BI-10004230;Office Supplies;GBC Recycled Grain Textured Covers;82,896;3;0,2;29,0136
1545;4/2/2014;8/2/2014;United States;California;OFF-PA-10000350;Office Supplies;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";34,24;4;0;16,0928
1546;31/12/2014;4/1/2015;United States;New York;FUR-BO-10002613;Furniture;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;1573,488;7;0,2;196,686
1547;23/11/2015;27/11/2015;United States;Texas;OFF-PA-10000994;Office Supplies;Xerox 1915;335,52;4;0,2;117,432
1548;23/11/2015;27/11/2015;United States;Texas;OFF-BI-10002867;Office Supplies;GBC Recycled Regency Composition Covers;23,912;2;0,8;-40,6504
1549;23/11/2015;27/11/2015;United States;Texas;OFF-ST-10001291;Office Supplies;Tenex Personal Self-Stacking Standard File Box, Black/Gray;27,056;2;0,2;2,3674
1550;6/7/2014;8/7/2014;United States;New York;TEC-CO-10001046;Technology;Canon Imageclass D680 Copier / Fax;559,992;1;0,2;174,9975
1551;13/11/2017;18/11/2017;United States;Texas;OFF-AP-10004868;Office Supplies;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;9,324;6;0,8;-24,7086
1552;17/6/2016;22/6/2016;United States;California;OFF-PA-10000806;Office Supplies;Xerox 1934;111,96;2;0;54,8604
1553;3/5/2014;5/5/2014;United States;Wisconsin;OFF-LA-10002195;Office Supplies;Avery 481;21,56;7;0;10,3488
1554;16/10/2017;21/10/2017;United States;Kentucky;OFF-BI-10003719;Office Supplies;Large Capacity Hanging Post Binders;124,75;5;0;57,385
1555;6/2/2015;13/2/2015;United States;Washington;OFF-AR-10001315;Office Supplies;Newell 310;5,28;3;0;1,5312
1556;4/9/2017;8/9/2017;United States;New York;TEC-AC-10000171;Technology;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;91,96;4;0;39,5428
1557;9/5/2016;15/5/2016;United States;Pennsylvania;OFF-EN-10003134;Office Supplies;Staple envelope;9,344;1;0,2;3,504
1558;9/5/2016;15/5/2016;United States;Pennsylvania;OFF-AR-10001955;Office Supplies;Newell 319;79,36;5;0,2;9,92
1559;16/3/2015;18/3/2015;United States;Washington;FUR-TA-10001039;Furniture;KI Adjustable-Height Table;171,96;2;0;44,7096
1560;9/4/2016;13/4/2016;United States;Washington;OFF-BI-10003712;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";35,352;9;0,2;12,8151
1561;4/4/2014;9/4/2014;United States;California;OFF-LA-10001641;Office Supplies;Avery 518;18,9;6;0;9,072
1562;5/9/2017;6/9/2017;United States;Washington;OFF-AR-10003732;Office Supplies;Newell 333;2,78;1;0;0,7228
1563;30/6/2017;30/6/2017;United States;New York;FUR-TA-10000577;Furniture;Bretford CR4500 Series Slim Rectangular Table;1044,63;5;0,4;-295,9785
1564;9/11/2015;9/11/2015;United States;Pennsylvania;OFF-PA-10004000;Office Supplies;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;11,352;3;0,2;4,1151
1565;4/3/2014;4/3/2014;United States;South Carolina;OFF-ST-10001370;Office Supplies;Sensible Storage WireTech Storage Systems;354,9;5;0;17,745
1566;19/3/2015;25/3/2015;United States;Washington;TEC-PH-10004539;Technology;Wireless Extenders zBoost YX545 SOHO Signal Booster;453,576;3;0,2;39,6879
1567;29/11/2015;30/11/2015;United States;Texas;TEC-AC-10003038;Technology;Kingston Digital DataTraveler 16GB USB 2.0;21,48;3;0,2;-0,2685
1568;29/11/2015;30/11/2015;United States;Texas;OFF-BI-10000088;Office Supplies;GBC Imprintable Covers;8,784;4;0,8;-13,6152
1569;11/6/2017;11/6/2017;United States;California;OFF-PA-10000357;Office Supplies;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;122,97;3;0;60,2553
1570;26/11/2017;30/11/2017;United States;Georgia;OFF-AR-10003504;Office Supplies;Newell 347;12,84;3;0;3,7236
1571;23/11/2014;25/11/2014;United States;California;FUR-CH-10000863;Furniture;Novimex Swivel Fabric Task Chair;603,92;5;0,2;-67,941
1572;23/11/2014;25/11/2014;United States;California;OFF-EN-10003160;Office Supplies;Pastel Pink Envelopes;21,84;3;0;10,4832
1573;23/11/2014;25/11/2014;United States;California;TEC-AC-10003280;Technology;Belkin F8E887 USB Wired Ergonomic Keyboard;29,99;1;0;6,2979
1574;23/11/2014;25/11/2014;United States;California;FUR-CH-10000595;Furniture;Safco Contoured Stacking Chairs;381,44;2;0,2;23,84
1575;15/12/2014;18/12/2014;United States;Texas;TEC-PH-10000169;Technology;ARKON Windshield Dashboard Air Vent Car Mount Holder;40,68;3;0,2;-9,153
1576;15/12/2014;18/12/2014;United States;Texas;FUR-CH-10004675;Furniture;Lifetime Advantage Folding Chairs, 4/Carton;763,28;5;0,3;-21,808
1577;22/4/2016;27/4/2016;United States;Illinois;OFF-ST-10002406;Office Supplies;Pizazz Global Quick File;23,952;2;0,2;2,3952
1578;23/5/2016;27/5/2016;United States;Alabama;OFF-PA-10001526;Office Supplies;Xerox 1949;4,98;1;0;2,4402
1579;27/2/2016;1/3/2016;United States;New York;OFF-AP-10004336;Office Supplies;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;170,88;3;0;49,5552
1580;9/8/2015;12/8/2015;United States;New York;TEC-PH-10003012;Technology;Nortel Meridian M3904 Professional Digital phone;307,98;2;0;89,3142
1581;9/8/2015;12/8/2015;United States;New York;FUR-TA-10002607;Furniture;KI Conference Tables;382,806;9;0,4;-153,1224
1582;9/8/2015;12/8/2015;United States;New York;OFF-ST-10000642;Office Supplies;Tennsco Lockers, Gray;41,96;2;0;2,9372
1583;9/8/2015;12/8/2015;United States;New York;OFF-BI-10000545;Office Supplies;GBC Ibimaster 500 Manual ProClick Binding System;1217,568;2;0,2;456,588
1584;9/8/2015;12/8/2015;United States;New York;FUR-FU-10002157;Furniture;Artistic Insta-Plaque;47,04;3;0;18,3456
1585;9/8/2015;12/8/2015;United States;New York;FUR-FU-10001706;Furniture;Longer-Life Soft White Bulbs;6,16;2;0;2,9568
1586;9/8/2015;12/8/2015;United States;New York;TEC-PH-10000984;Technology;Panasonic KX-TG9471B;979,95;5;0;274,386
1587;9/8/2015;12/8/2015;United States;New York;OFF-PA-10001357;Office Supplies;Xerox 1886;143,7;3;0;68,976
1588;9/8/2015;12/8/2015;United States;New York;OFF-FA-10000992;Office Supplies;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;10,65;3;0;5,0055
1589;9/8/2015;12/8/2015;United States;New York;TEC-AC-10002600;Technology;Belkin QODE FastFit Bluetooth Keyboard;247,8;4;0;34,692
1590;12/5/2016;16/5/2016;United States;Virginia;OFF-AR-10001662;Office Supplies;Rogers Handheld Barrel Pencil Sharpener;10,96;4;0;2,9592
1591;15/4/2016;19/4/2016;United States;Texas;OFF-AR-10001221;Office Supplies;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;33,488;7;0,2;5,8604
1592;15/4/2016;19/4/2016;United States;Texas;OFF-FA-10002988;Office Supplies;Ideal Clamps;8,04;5;0,2;2,9145
1593;23/6/2015;25/6/2015;United States;Washington;TEC-PH-10004830;Technology;Pyle PRT45 Retro Home Telephone;201,568;4;0,2;22,6764
1594;19/10/2014;19/10/2014;United States;California;OFF-PA-10004519;Office Supplies;Spiral Phone Message Books with Labels by Adams;13,44;3;0;6,5856
1595;24/3/2015;27/3/2015;United States;Illinois;FUR-BO-10000362;Furniture;Sauder Inglewood Library Bookcases;359,058;3;0,3;-35,9058
1596;8/5/2017;12/5/2017;United States;Ohio;FUR-CH-10004540;Furniture;Global Chrome Stack Chair;47,992;2;0,3;-2,0568
1597;16/10/2017;18/10/2017;United States;New York;FUR-FU-10001290;Furniture;Executive Impressions Supervisor Wall Clock;547,3;13;0;175,136
1598;19/11/2017;21/11/2017;United States;Texas;OFF-PA-10000308;Office Supplies;Xerox 1901;16,896;4;0,2;5,28
1599;19/11/2017;21/11/2017;United States;Texas;OFF-SU-10001165;Office Supplies;Acme Elite Stainless Steel Scissors;6,672;1;0,2;0,5004
1600;19/11/2017;21/11/2017;United States;Texas;OFF-AR-10003373;Office Supplies;Boston School Pro Electric Pencil Sharpener, 1670;99,136;4;0,2;8,6744
1601;19/11/2017;21/11/2017;United States;Texas;FUR-FU-10001967;Furniture;Telescoping Adjustable Floor Lamp;15,992;2;0,6;-13,993
1602;8/5/2016;13/5/2016;United States;Delaware;FUR-FU-10001488;Furniture;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";211,96;2;0;42,392
1603;11/12/2016;17/12/2016;United States;Tennessee;OFF-AR-10003251;Office Supplies;Prang Drawing Pencil Set;6,672;3;0,2;1,668
1604;30/11/2017;4/12/2017;United States;Delaware;OFF-AR-10001044;Office Supplies;BOSTON Ranger #55 Pencil Sharpener, Black;155,94;6;0;45,2226
1605;19/4/2016;24/4/2016;United States;California;TEC-PH-10004700;Technology;PowerGen Dual USB Car Charger;39,96;5;0,2;12,987
1606;19/4/2016;24/4/2016;United States;California;OFF-AR-10000823;Office Supplies;Newell 307;5,46;3;0;1,5288
1607;19/4/2016;24/4/2016;United States;California;OFF-AR-10004456;Office Supplies;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;73,2;5;0;21,228
1608;19/4/2016;24/4/2016;United States;California;OFF-BI-10000050;Office Supplies;Angle-D Binders with Locking Rings, Label Holders;5,84;1;0,2;1,971
1609;19/4/2016;24/4/2016;United States;California;OFF-PA-10002377;Office Supplies;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";22,72;4;0;10,224
1610;19/4/2016;24/4/2016;United States;California;OFF-BI-10000591;Office Supplies;Avery Binder Labels;9,336;3;0,2;3,2676
1611;26/5/2014;30/5/2014;United States;California;FUR-BO-10000362;Furniture;Sauder Inglewood Library Bookcases;290,666;2;0,15;27,3568
1612;26/5/2014;30/5/2014;United States;California;TEC-PH-10000441;Technology;VTech DS6151;201,584;2;0,2;20,1584
1613;26/5/2014;30/5/2014;United States;California;TEC-PH-10002726;Technology;netTALK DUO VoIP Telephone Service;83,984;2;0,2;31,494
1614;21/12/2017;25/12/2017;United States;California;OFF-ST-10003306;Office Supplies;Letter Size Cart;1000,02;7;0;290,0058
1615;15/3/2016;19/3/2016;United States;Pennsylvania;TEC-AC-10004855;Technology;V7 USB Numeric Keypad;83,976;3;0,2;-13,6461
1616;10/8/2015;16/8/2015;United States;Minnesota;OFF-LA-10002787;Office Supplies;Avery 480;3,75;1;0;1,8
1617;10/8/2015;16/8/2015;United States;Minnesota;OFF-LA-10002043;Office Supplies;Avery 489;41,4;4;0;19,872
1618;10/8/2015;16/8/2015;United States;Minnesota;OFF-AR-10001915;Office Supplies;Peel-Off China Markers;29,79;3;0;12,5118
1619;10/9/2016;14/9/2016;United States;New York;OFF-ST-10000352;Office Supplies;Acco Perma 2700 Stacking Storage Drawers;59,48;2;0;8,922
1620;10/9/2016;14/9/2016;United States;New York;OFF-PA-10000575;Office Supplies;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;6,69;1;0;3,0774
1621;8/7/2017;15/7/2017;United States;Washington;FUR-FU-10002937;Furniture;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";198,46;2;0;99,23
1622;8/7/2017;15/7/2017;United States;Washington;OFF-LA-10003930;Office Supplies;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;786,48;8;0;385,3752
1623;8/7/2017;15/7/2017;United States;Washington;OFF-BI-10001107;Office Supplies;GBC White Gloss Covers, Plain Front;23,168;2;0,2;7,8192
1624;8/7/2017;15/7/2017;United States;Washington;TEC-AC-10003063;Technology;Micro Innovations USB RF Wireless Keyboard with Mouse;50;2;0;10,5
1625;19/12/2015;24/12/2015;United States;California;TEC-PH-10002922;Technology;ShoreTel ShorePhone IP 230 VoIP phone;675,96;5;0,2;84,495
1626;19/12/2015;24/12/2015;United States;California;TEC-AC-10002049;Technology;Plantronics Savi W720 Multi-Device Wireless Headset System;1265,85;3;0;556,974
1627;16/11/2015;22/11/2015;United States;New York;OFF-AP-10002457;Office Supplies;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;523,25;5;0;141,2775
1628;24/9/2015;30/9/2015;United States;Louisiana;FUR-CH-10001270;Furniture;Harbour Creations Steel Folding Chair;517,5;6;0;155,25
1629;21/6/2017;25/6/2017;United States;Ohio;FUR-FU-10004415;Furniture;Stacking Tray, Side-Loading, Legal, Smoke;17,92;5;0,2;2,464
1630;21/6/2017;25/6/2017;United States;Ohio;OFF-BI-10001510;Office Supplies;Deluxe Heavy-Duty Vinyl Round Ring Binder;41,256;6;0,7;-34,38
